job_id,posting_year,country,region,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_keywords,ai_intensity_score,core_skills,ai_skills,salary_usd,salary_change_vs_prev_year_percent,automation_risk_score,reskilling_required,ai_job_displacement_risk,job_description_embedding_cluster,industry_ai_adoption_stage,Core_Business Analysis,Core_Cloud Computing,Core_Communication,Core_Data Analysis,Core_Project Management,Core_Python,Core_Research,Core_SQL,Core_Software Engineering,Core_Statistics,AI_LLMs,AI_MLOps,AI_NLP,AI_computer vision,AI_deep learning,AI_generative AI,AI_machine learning,AI_reinforcement learning
ace2f695-bd92-4719-ad0d-45d08ffaa638,2010,Morocco,Africa,Global Analytics,Enterprise,Energy,ML Engineer,Executive,False,None,0.05,"Data Analysis, SQL, Statistics, Business Analysis",None,19290,4.51,0.85,False,Low,16,Emerging,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
67c1ff26-6e41-4ae1-8b3e-a05b1c48f810,2010,UAE,Middle East,Global Analytics,Small,Healthcare,Business Analyst,Junior,False,None,0.08,"Statistics, Data Analysis, Research",None,53320,2.86,0.74,False,Medium,11,Emerging,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
c326e290-7621-4132-ae37-6334fcaa63a7,2010,Chile,South America,Global Solutions,Medium,Retail,Systems Engineer,Executive,False,None,0.1,"Research, Data Analysis, Python",None,33051,-1.09,0.71,False,High,12,Emerging,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4d58a197-61dc-40c0-b59d-e973c989e2fb,2010,Jordan,Middle East,Prime Technologies,Small,Government,Research Scientist,Senior,False,None,0.13,"Statistics, Project Management, Research, Communication",None,51175,-4.64,0.82,False,High,0,Emerging,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
30bf1bc1-ab15-4b40-8df2-7a6aaace56f8,2010,Bangladesh,South Asia,Future Solutions,Medium,Manufacturing,Policy Analyst,Senior,False,None,0.17,"SQL, Data Analysis, Software Engineering, Project Management, Research",None,21195,1.49,0.74,False,Low,17,Emerging,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
f2e4f9c4-d248-4e30-85b6-dcd3b39995d0,2010,Japan,East Asia,NextGen Analytics,Startup,Energy,AI Researcher,Lead,True,"NLP, MLOps",0.85,"Python, Business Analysis, Data Analysis, Statistics, Project Management, SQL","NLP, MLOps",79308,-1.65,0.39,True,Medium,10,Emerging,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,False,False,False
b7360321-f197-4656-8cc7-91e2d46ee37a,2010,Mexico,North America,NextGen Systems,Enterprise,Agriculture,ML Engineer,Mid,False,None,0.04,"Software Engineering, Project Management, SQL, Data Analysis, Statistics",None,67162,3.99,0.61,False,High,9,Emerging,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False
d9375a32-1f84-46be-b37f-d1600e9ba3fc,2010,Malaysia,Southeast Asia,Future Analytics,Medium,Healthcare,Operations Manager,Executive,False,None,0.09,"Project Management, Communication, Data Analysis, Research, Cloud Computing",None,26698,1.37,0.77,False,Low,2,Emerging,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
e4172c46-06c4-44d0-9d2b-34589f618847,2010,Singapore,Southeast Asia,Prime Analytics,Startup,Government,Data Scientist,Senior,False,None,0.12,"Software Engineering, Python, Project Management, SQL, Communication, Business Analysis",None,28203,4.65,0.62,False,High,13,Emerging,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
4a83e29f-7eae-4f8b-9a0f-b8ebc1654a10,2010,Jordan,Middle East,Global Analytics,Medium,Finance,Data Scientist,Mid,False,None,0.06,"Research, Project Management, Business Analysis, Python, Cloud Computing, Software Engineering",None,46467,-3.21,0.74,False,Medium,19,Emerging,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
5864ae01-4908-442e-b70d-e2947eb5266e,2010,Mexico,North America,Global Systems,Enterprise,Government,Product Manager,Intern,False,None,0.1,"Data Analysis, Communication, SQL, Project Management",None,69442,3.75,0.83,False,Low,1,Emerging,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0d23a73e-d9c2-417d-abba-db1e513b7d36,2010,Australia,Oceania,Future Solutions,Enterprise,Government,Operations Manager,Executive,False,None,0.12,"Cloud Computing, Python, Project Management, Business Analysis, Communication, Research",None,63731,-1.01,0.85,False,Medium,13,Emerging,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
0f11e2b3-70ef-454a-be99-c253a5f38982,2010,Nepal,South Asia,Prime Technologies,Startup,Energy,Systems Engineer,Junior,False,None,0.03,"Cloud Computing, Business Analysis, Software Engineering, Python, Data Analysis",None,18127,-2.89,0.73,False,Medium,5,Emerging,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6ba8cf52-8995-41e4-bc80-b31400e95a02,2010,UAE,Middle East,Global Solutions,Enterprise,Education,ML Engineer,Junior,False,None,0.05,"SQL, Python, Research, Statistics, Business Analysis, Project Management",None,51548,4.9,0.84,False,High,15,Emerging,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False
be913d77-70d9-463e-b8c3-a5546aa5c3fd,2010,Israel,Middle East,Global Analytics,Enterprise,Finance,ML Engineer,Intern,False,None,0.02,"Cloud Computing, Python, Business Analysis, Software Engineering, Data Analysis",None,51928,-0.29,0.8,False,Low,14,Emerging,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
79aa7786-2b62-46d0-90fb-c7096eba6ff8,2010,Argentina,South America,Future Systems,Large,Agriculture,Business Analyst,Lead,False,None,0.01,"Python, Software Engineering, Business Analysis, Statistics, SQL",None,33399,3.68,0.64,False,Medium,6,Emerging,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False
29b4673a-47c5-4bff-b935-a0b0355de8cc,2010,Mexico,North America,NextGen Analytics,Medium,Tech,ML Engineer,Lead,False,None,0.01,"Statistics, SQL, Data Analysis, Cloud Computing",None,78508,0.63,0.86,False,Medium,18,Emerging,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
895e8453-0013-4525-8c09-7962fce852f3,2010,Pakistan,South Asia,Prime Analytics,Large,Government,Systems Engineer,Junior,False,None,0.17,"Python, Statistics, SQL, Communication, Data Analysis, Project Management",None,22122,-2.22,0.66,False,High,9,Emerging,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False
dbbb7d10-3eae-43eb-ba87-a8acc93bece2,2010,South Africa,Africa,NextGen Technologies,Medium,Retail,Research Scientist,Lead,False,None,0.1,"Cloud Computing, Python, Project Management",None,16089,-2.27,0.7,False,High,16,Emerging,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
22fad2c3-81a0-486d-93f9-8968f021993c,2010,Canada,North America,NextGen Analytics,Small,Education,Operations Manager,Lead,False,None,0.04,"Project Management, SQL, Research, Python, Business Analysis",None,79382,-1.11,0.7,False,High,1,Emerging,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
42e699e7-784d-46dc-ab26-06816675f5de,2010,Canada,North America,Prime Solutions,Large,Manufacturing,Software Engineer,Mid,False,None,0.11,"Python, Cloud Computing, Communication, Software Engineering, Data Analysis, SQL",None,62849,-4.46,0.66,False,Medium,14,Emerging,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
8ebdd1b0-53f6-4656-b5f2-bd38402ed789,2010,Nigeria,Africa,Global Analytics,Small,Government,Software Engineer,Executive,True,reinforcement learning,0.53,"Project Management, SQL, Business Analysis, Statistics",reinforcement learning,27995,0.8,0.27,True,Medium,0,Emerging,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
da80282d-84fd-488d-bdbe-7ed357e95a4e,2010,Australia,Oceania,NextGen Analytics,Medium,Manufacturing,AI Researcher,Lead,False,None,0.13,"Business Analysis, Cloud Computing, Project Management",None,65925,-0.26,0.86,False,Low,2,Emerging,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
546d60c7-84f0-4645-98ac-06b34831eab3,2010,India,South Asia,Future Technologies,Small,Manufacturing,Operations Manager,Senior,False,None,0.13,"Communication, Research, Software Engineering",None,17654,4.5,0.84,False,High,1,Emerging,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
542124a0-2cea-43aa-8cb7-7c80e279e34a,2010,Poland,Europe,NextGen Solutions,Medium,Manufacturing,Policy Analyst,Senior,False,None,0.17,"Python, Statistics, Business Analysis, Software Engineering, Project Management, Cloud Computing",None,60482,3.56,0.7,False,Medium,8,Emerging,True,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False
88396197-5dc0-4b40-a881-c414a34088d7,2010,South Korea,East Asia,NextGen Systems,Startup,Healthcare,AI Researcher,Junior,False,None,0.01,"Statistics, Communication, SQL",None,59976,-1.27,0.67,False,Low,0,Emerging,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
ca0a91a4-c1f2-4cfd-be14-a83ecfaff811,2010,Netherlands,Europe,NextGen Systems,Medium,Finance,Research Scientist,Senior,False,None,0.06,"SQL, Project Management, Software Engineering, Python, Cloud Computing, Business Analysis",None,66621,0.11,0.62,False,Low,12,Emerging,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
1de4aa0b-d689-4c76-9c6f-9e43c5320b0f,2010,Ghana,Africa,Future Technologies,Large,Healthcare,Software Engineer,Intern,False,None,0.13,"Python, Research, Business Analysis, Statistics, Cloud Computing",None,16927,0.21,0.64,False,Low,10,Emerging,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
205799b1-290e-4ab6-817a-07854db6215c,2010,Israel,Middle East,Global Solutions,Startup,Finance,Research Scientist,Intern,True,"reinforcement learning, computer vision, machine learning, deep learning",0.42,"Project Management, SQL, Statistics, Business Analysis, Research","reinforcement learning, computer vision, machine learning, deep learning",75229,-2.37,0.17,True,Low,8,Emerging,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,True
eea41741-9edd-4c3d-ba62-766e2090945a,2010,Brazil,South America,Future Analytics,Startup,Education,Operations Manager,Intern,False,None,0.15,"Python, Communication, Business Analysis, Project Management, Statistics",None,39367,-4.96,0.85,False,Medium,13,Emerging,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False
53ed09fb-0b83-4a80-b2e5-e8f380c5a164,2010,Morocco,Africa,Global Solutions,Small,Healthcare,Policy Analyst,Intern,False,None,0.19,"Python, Statistics, SQL, Project Management, Communication, Research",None,15834,2.95,0.82,False,High,13,Emerging,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False
f4eda899-837e-46cc-87c4-2ea74cbf3ac7,2010,Morocco,Africa,NextGen Technologies,Startup,Healthcare,ML Engineer,Executive,False,None,0.13,"Software Engineering, Statistics, Data Analysis, Research, Python, SQL",None,20584,-2.23,0.81,False,Medium,6,Emerging,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False
caf5edbd-b796-4332-b4c8-972b7e52b21a,2010,United States,North America,NextGen Systems,Startup,Government,Operations Manager,Executive,False,None,0.02,"Cloud Computing, Research, Communication, Business Analysis, Project Management, Statistics",None,73040,4.52,0.89,False,Low,10,Emerging,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
356aa7cf-7deb-4cba-9fd0-0e9f12b9e769,2010,United States,North America,NextGen Systems,Small,Manufacturing,ML Engineer,Mid,False,None,0.03,"Project Management, Communication, Business Analysis",None,59813,1.23,0.8,False,High,12,Emerging,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
02038148-7a90-4291-9e32-23d3e495b516,2010,Qatar,Middle East,Global Technologies,Enterprise,Manufacturing,Data Scientist,Mid,False,None,0.1,"Research, Statistics, SQL, Cloud Computing, Data Analysis, Software Engineering",None,51488,4.22,0.6,False,High,14,Emerging,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False
cb281b56-1b6a-462d-a15f-97300d0116ff,2010,Taiwan,East Asia,Prime Technologies,Startup,Healthcare,Software Engineer,Intern,False,None,0.07,"Python, Statistics, Data Analysis, Software Engineering, SQL",None,49995,-3.39,0.7,False,High,7,Emerging,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False
158ca5dd-ed62-4c78-be1a-57afba356b0b,2010,Sweden,Europe,Prime Analytics,Small,Retail,Business Analyst,Lead,False,None,0.18,"Python, Research, Data Analysis",None,51565,-1.02,0.89,False,Medium,17,Emerging,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
84d85cf5-51ff-4762-b5e8-42b65e8abe60,2010,Kenya,Africa,NextGen Technologies,Large,Tech,AI Researcher,Mid,False,None,0.02,"Project Management, Cloud Computing, Python, Data Analysis, Statistics",None,18055,0.01,0.75,False,Medium,12,Emerging,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
9512805c-7679-4b24-a3e7-52156c41798b,2010,Thailand,Southeast Asia,Global Solutions,Startup,Education,Research Scientist,Junior,False,None,0.04,"Data Analysis, Business Analysis, Software Engineering, SQL",None,33483,-4.61,0.7,False,Medium,8,Emerging,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
c4beb156-07bb-442d-abe1-e2e3aeddd550,2010,Netherlands,Europe,Global Systems,Enterprise,Finance,ML Engineer,Junior,True,"deep learning, NLP, computer vision, machine learning",0.7,"Cloud Computing, SQL, Communication, Software Engineering","deep learning, NLP, computer vision, machine learning",76155,2.6,0.36,True,High,5,Emerging,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False
3b15e18a-3724-4c9d-bfd0-51d583d7dd1b,2010,Kenya,Africa,Prime Systems,Enterprise,Tech,Business Analyst,Junior,False,None,0.1,"Research, Communication, Cloud Computing, Data Analysis, SQL, Project Management",None,15719,1.72,0.61,False,Low,12,Emerging,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
951b2915-6a70-4d87-a22e-ebe13ed65c0a,2010,Taiwan,East Asia,NextGen Solutions,Enterprise,Energy,AI Researcher,Lead,False,None,0.12,"Project Management, Python, Data Analysis, Business Analysis, Statistics",None,60272,-0.61,0.6,False,High,2,Emerging,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
2ee8b7af-1ecf-4d7f-a540-939fc37ff0ba,2010,Malaysia,Southeast Asia,Future Systems,Large,Manufacturing,Data Scientist,Executive,False,None,0.09,"Business Analysis, Statistics, SQL, Communication, Cloud Computing, Python",None,34128,-0.84,0.64,False,Medium,1,Emerging,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False
ebc930b0-dd35-45d8-a168-d4773d147b6d,2010,Bangladesh,South Asia,NextGen Technologies,Enterprise,Manufacturing,ML Engineer,Executive,False,None,0.13,"Communication, Cloud Computing, Business Analysis, Python",None,17857,-0.83,0.86,False,Low,3,Emerging,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3c32245d-28e0-47d9-9216-4c7bfecf76d4,2010,Malaysia,Southeast Asia,Future Analytics,Small,Healthcare,Data Scientist,Executive,False,None,0.08,"Software Engineering, Python, Project Management",None,30309,-0.74,0.75,False,Medium,6,Emerging,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
bd47776c-be56-4ea0-9cfd-a8047b0c3601,2010,Australia,Oceania,Global Analytics,Startup,Government,Research Scientist,Junior,False,None,0.08,"Software Engineering, Data Analysis, Research, Project Management",None,70078,4.66,0.61,False,High,19,Emerging,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
426db868-7d7f-4c45-bb08-45a8d232e73d,2010,Malaysia,Southeast Asia,NextGen Systems,Enterprise,Healthcare,ML Engineer,Senior,False,None,0.17,"Python, Business Analysis, Data Analysis, Communication, Cloud Computing",None,30324,-2.11,0.79,False,Low,13,Emerging,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
acfb7f83-7c9e-40ea-afdd-b6b14a6ebe43,2010,Australia,Oceania,Prime Technologies,Medium,Energy,Data Scientist,Junior,False,None,0.14,"SQL, Python, Cloud Computing",None,68215,4.57,0.77,False,Low,19,Emerging,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
5e183e94-d3e8-46be-a5e4-b055d5c05382,2010,Australia,Oceania,NextGen Analytics,Small,Energy,Policy Analyst,Lead,False,None,0.1,"Data Analysis, SQL, Project Management",None,73048,1.42,0.89,False,High,19,Emerging,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
67066420-1fe7-4321-9fca-3852c75ef772,2010,Netherlands,Europe,Global Systems,Medium,Agriculture,Business Analyst,Intern,False,None,0.05,"Data Analysis, Cloud Computing, SQL, Statistics, Communication, Business Analysis",None,53535,-2.49,0.66,False,Low,12,Emerging,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
baed8b10-9039-45bf-87af-ce98c08c1962,2010,France,Europe,NextGen Analytics,Startup,Manufacturing,Systems Engineer,Lead,False,None,0.11,"Software Engineering, Python, Business Analysis, SQL",None,64843,4.05,0.71,False,Low,11,Emerging,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
71ee62e6-f5ce-4c89-86ac-509240db9c8f,2010,Argentina,South America,NextGen Systems,Enterprise,Healthcare,Software Engineer,Senior,True,"computer vision, MLOps, machine learning",0.62,"Research, Software Engineering, Python, Project Management, Statistics, Business Analysis","computer vision, MLOps, machine learning",42740,2.21,0.12,True,High,13,Emerging,True,False,False,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False
b77f6bb1-0310-408f-8c21-70e6ebf354af,2010,Chile,South America,Future Systems,Medium,Energy,ML Engineer,Senior,False,None,0.09,"Cloud Computing, Statistics, Research, SQL",None,32824,-0.69,0.86,False,Low,15,Emerging,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
92123445-816d-480d-a335-3fe8a065318a,2010,Ghana,Africa,Prime Systems,Startup,Government,Software Engineer,Mid,False,None,0.06,"SQL, Python, Communication",None,18927,-0.79,0.83,False,Medium,4,Emerging,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
9fd40b6c-7fe6-4e4a-9b3f-819e96e974f4,2010,China,East Asia,Future Analytics,Startup,Agriculture,Policy Analyst,Junior,False,None,0.07,"Statistics, Cloud Computing, Project Management, Data Analysis",None,56185,-2.91,0.68,False,Medium,2,Emerging,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
117e0423-2e32-4813-9d0c-b35656ad5fd6,2010,Peru,South America,Global Technologies,Medium,Agriculture,AI Researcher,Mid,False,None,0.16,"Project Management, Business Analysis, Communication, Research, Python, Statistics",None,34952,-3.85,0.89,False,Low,1,Emerging,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
2b73c589-a837-4f99-954e-e86f13f80700,2010,United States,North America,Global Technologies,Large,Finance,Policy Analyst,Intern,True,"machine learning, NLP, reinforcement learning",0.77,"Project Management, Statistics, Communication, Python, SQL","machine learning, NLP, reinforcement learning",103560,1.36,0.19,True,Medium,19,Emerging,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True
e3fecc5c-afc8-42ee-9787-a0b75150c92b,2010,Jordan,Middle East,Future Technologies,Medium,Manufacturing,Software Engineer,Intern,False,None,0.02,"Communication, Software Engineering, Research, Python",None,55262,-2.97,0.69,False,High,3,Emerging,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
f49a54d4-a091-46d9-b220-2d72e6dad8a2,2010,India,South Asia,Global Technologies,Startup,Healthcare,Business Analyst,Executive,False,None,0.13,"Python, Data Analysis, Statistics, Cloud Computing, Project Management",None,21454,0.21,0.77,False,Medium,12,Emerging,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
b0dbc793-88b7-419c-bb34-b08ab2664e71,2010,Australia,Oceania,Future Systems,Medium,Retail,ML Engineer,Executive,False,None,0.09,"Project Management, Cloud Computing, Business Analysis, Python",None,59064,3.46,0.76,False,Medium,9,Emerging,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0c2ff17b-a3ab-43b0-9129-6fcc86c451d8,2010,New Zealand,Oceania,NextGen Analytics,Medium,Manufacturing,Product Manager,Mid,False,None,0.0,"Data Analysis, Cloud Computing, Communication",None,61784,-0.91,0.86,False,High,13,Emerging,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39e3c640-5180-43a7-9377-21ff5e18bd97,2010,China,East Asia,NextGen Analytics,Enterprise,Tech,Policy Analyst,Junior,False,None,0.03,"SQL, Software Engineering, Statistics, Research",None,50875,3.0,0.64,False,Medium,5,Emerging,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
9eecba7a-f59a-49d9-9ebf-3b5d072a5a12,2010,Canada,North America,Prime Solutions,Small,Healthcare,Data Scientist,Executive,False,None,0.08,"Cloud Computing, SQL, Statistics",None,67030,-2.0,0.74,False,Medium,12,Emerging,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
303c3b03-c070-4571-a25c-eca62c0f62f4,2010,France,Europe,Future Analytics,Startup,Finance,Software Engineer,Lead,False,None,0.17,"Project Management, Research, Python",None,61008,-4.91,0.68,False,Low,10,Emerging,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
